"frame","x [nm]","y [nm]","z [nm]","sigma [nm]","intensity [photon]","background [photon]"
1,6389.70354588066,17358.0426737741,39.5208060864478,125.123849964614,368.017765851729,1
1,17612.3355488484,12449.9178675978,39.3753752933515,125.123849964614,371.097394531421,1
1,13921.2761868208,14945.2386041431,40.6338860286803,125.123849964614,364.963694109231,1
1,7829.91347816675,13611.6943208852,40.330533531717,125.123849964614,368.017765851729,1
1,2737.32900189869,18341.8146349108,57.8474812716784,125.123849964614,316.755826534713,1
1,20183.4574727397,1502.04791321458,15.1662304514167,125.123849964614,453.259381226731,1
1,22625.1078883513,23111.3423418701,23.4782738785908,125.123849964614,424.027317168715,1
1,12934.341239323,1455.88426386232,35.9854495054787,125.123849964614,380.491769800286,1
1,15583.4199006092,5833.73923121439,89.9566868064608,125.123849964614,242.612263885053,1
1,16761.192464825,4254.5599221003,11.5792028441965,125.123849964614,464.733697091313,1
1,1611.99189517435,7875.74180323016,48.2481250743078,125.123849964614,344.283190570023,1
1,4587.89675898319,21301.8254973269,40.2280753265487,125.123849964614,368.017765851729,1
1,24187.1852742003,21736.195068305,8.1735626011552,125.123849964614,480.485898507806,1
1,24092.3152114438,3664.99339549995,67.8492920994201,125.123849964614,291.429429004557,1
1,185.421536161862,8918.35660542553,60.7274151364952,125.123849964614,308.935097312032,1
1,7546.02380877317,5142.62657643871,18.9521654598681,125.123849964614,438.399771217005,1
1,1767.98150775645,6172.52061896089,18.7695321573047,125.123849964614,438.399771217005,1
1,16398.7627126584,10761.1921098752,34.4840895196301,125.123849964614,386.886440192802,1
1,11153.3137744431,868.58462250712,1.65210113466522,125.123849964614,505.120937317521,1
1,24793.9084668779,1557.73690482401,17.6546454338869,125.123849964614,442.068367230259,1
1,15871.617135011,22091.2829589911,40.8901132729705,125.123849964614,364.963694109231,1
1,2335.20870981398,21500.1420928826,35.7308059623206,125.123849964614,380.491769800286,1
1,1513.25608932255,18552.3149466828,4.48771038272136,125.123849964614,496.7720225794,1
1,17562.7272747082,17017.6240289277,22.6762700691756,125.123849964614,424.027317168715,1
1,13683.3022301907,4053.00880695457,65.0266727889776,125.123849964614,298.807000124173,1
1,4713.0739556465,7670.49106292093,0,125.123849964614,513.610166675097,1
1,11963.3196803393,14867.8665524457,31.1686482516296,125.123849964614,396.68051705555,1
1,11630.2254526674,15325.0734163145,66.0725344072221,125.123849964614,296.327288272687,1
1,3712.58238812977,1620.55185921182,35.5923997686638,125.123849964614,380.491769800286,1
1,1633.14789686955,24159.7025350403,29.8755171594779,125.123849964614,400,1
1,20680.6133668251,4730.4473102922,29.9881506617371,125.123849964614,400,1
1,21378.8969234179,21615.2278017034,22.640967651291,125.123849964614,424.027317168715,1
1,12926.5112173666,5891.02208486946,50.9284446309905,125.123849964614,335.782808307683,1
1,13551.3846734986,14918.4846400165,37.1010210991626,125.123849964614,377.334179949397,1
1,13472.4172409817,12334.1910579845,37.1748825112813,125.123849964614,377.334179949397,1
1,8052.63831131825,14654.8485037194,14.841079671401,125.123849964614,453.259381226731,1
1,6645.78246185723,446.183016239656,37.4413133955864,125.123849964614,377.334179949397,1
1,11225.912067852,23430.0403268753,38.5608890861576,125.123849964614,371.097394531421,1
1,1962.39674579355,4376.60615619179,32.0008491375222,125.123849964614,393.388581528647,1
1,15755.9811120057,12096.274423106,34.1769275614916,125.123849964614,386.886440192802,1
2,9712.39376016243,6969.82344728787,16.65888470083,125.123849964614,445.767662613339,1
2,9712.39376016243,6969.82344728787,16.65888470083,125.123849964614,445.767662613339,1
2,6551.04498396935,12806.911114021,0,125.123849964614,513.610166675097,1
2,6551.04498396935,12806.911114021,0,125.123849964614,513.610166675097,1
2,5666.68282709204,12305.6193311754,54.0012891698872,125.123849964614,327.492301231193,1
2,5666.68282709204,12305.6193311754,54.0012891698872,125.123849964614,327.492301231193,1
2,10197.1552909211,554.29254100792,0,125.123849964614,513.610166675097,1
2,10197.1552909211,554.29254100792,0,125.123849964614,513.610166675097,1
2,12699.316971245,1260.72387992797,30.0455194839678,125.123849964614,400,1
2,12699.316971245,1260.72387992797,30.0455194839678,125.123849964614,400,1
2,3480.84307241846,13288.3363148278,41.2432694292469,125.123849964614,364.963694109231,1
2,3480.84307241846,13288.3363148278,41.2432694292469,125.123849964614,364.963694109231,1
2,1787.45029751151,7670.66048885264,22.8331790722466,125.123849964614,424.027317168715,1
2,1787.45029751151,7670.66048885264,22.8331790722466,125.123849964614,424.027317168715,1
2,16040.3859653216,22839.4121571069,33.0963364949933,125.123849964614,390.123964811333,1
2,16040.3859653216,22839.4121571069,33.0963364949933,125.123849964614,390.123964811333,1
2,8361.17708111429,12979.9465942856,27.7915629632709,125.123849964614,406.722532154504,1
2,8361.17708111429,12979.9465942856,27.7915629632709,125.123849964614,406.722532154504,1
2,3144.88348080137,5302.67876126852,39.1784950309074,125.123849964614,371.097394531421,1
2,3144.88348080137,5302.67876126852,39.1784950309074,125.123849964614,371.097394531421,1
2,4939.53379689604,9131.71737543542,52.0048837303397,125.123849964614,332.996245044641,1
2,4939.53379689604,9131.71737543542,52.0048837303397,125.123849964614,332.996245044641,1
2,17805.2127434102,4102.99396797645,23.7597183138991,125.123849964614,420.50843855041,1
2,17805.2127434102,4102.99396797645,23.7597183138991,125.123849964614,420.50843855041,1
2,5306.62106240428,15840.6597622937,74.9391544898595,125.123849964614,274.915711516389,1
2,5306.62106240428,15840.6597622937,74.9391544898595,125.123849964614,274.915711516389,1
2,23947.2971971464,7748.36136420617,14.3083397373843,125.123849964614,457.052324718289,1
2,15485.2829219193,20634.8636589616,58.4013077851561,125.123849964614,316.755826534713,1
2,25733.892840252,22776.3335056083,29.0225825324504,125.123849964614,403.347260882979,1
2,19371.9070987309,17688.8073833827,17.1939112860669,125.123849964614,445.767662613339,1
2,4971.74285765697,20827.1537666886,19.0331561122175,125.123849964614,438.399771217005,1
2,3537.65199338347,22444.1792210525,30.0972927615878,125.123849964614,400,1
2,7672.61811763764,13666.3301011674,6.14879646984404,125.123849964614,488.561103264068,1
2,20756.478930136,16836.0586085375,22.8724653908694,125.123849964614,424.027317168715,1
2,2755.7476264388,19188.6860086485,24.1901750483056,125.123849964614,420.50843855041,1
2,1377.93074673914,21045.8916049508,51.7139644431355,125.123849964614,332.996245044641,1
2,945.593251029966,17975.8693646417,18.0952065065174,125.123849964614,442.068367230259,1
2,6611.05212077072,4735.70835298827,22.2955522304321,125.123849964614,427.575642298899,1
2,7129.13108725129,7727.07961937366,23.955595566357,125.123849964614,420.50843855041,1
2,6297.01893976917,17384.8214433994,31.1156097843069,125.123849964614,396.68051705555,1
2,17582.6631534421,12539.0994632608,40.8931436069003,125.123849964614,364.963694109231,1
2,13989.6260265984,14844.7672971958,39.7775045125782,125.123849964614,368.017765851729,1
2,7839.39609150371,13580.5164819423,36.5628094672891,125.123849964614,377.334179949397,1
2,2666.10882205572,18467.5415448065,56.9585073128633,125.123849964614,319.406487503751,1
2,20161.9010196593,1438.25747882025,8.69300538473783,125.123849964614,476.498486644943,1
2,22607.0928801085,23007.7184480965,28.4523831148564,125.123849964614,406.722532154504,1
2,12887.7344587908,1569.13831811878,31.7543001060473,125.123849964614,393.388581528647,1
2,15664.3808846537,5711.03611457034,82.1334845938082,125.123849964614,259.337736400604,1
2,16804.5846209338,4177.04637231169,11.3121695514367,125.123849964614,468.622659404503,1
2,1669.02542465671,7932.71683487022,44.3929802817756,125.123849964614,355.95270839521,1
2,4467.68739068612,21342.3360676881,38.1381018777261,125.123849964614,374.202794012647,1
2,24212.7624999303,21778.4040517689,12.3357762896719,125.123849964614,464.733697091313,1
2,24148.5775385721,3639.64383599783,66.0822899839532,125.123849964614,296.327288272687,1
2,48.8035603343033,8840.44395435393,65.3554869114674,125.123849964614,298.807000124173,1
2,7619.19008264319,5147.74889679539,15.3789521780418,125.123849964614,453.259381226731,1
2,1542.51750025507,6141.9379085067,18.3795782890891,125.123849964614,442.068367230259,1
2,16606.5099234253,10759.273172653,39.8033848856373,125.123849964614,368.017765851729,1
2,11204.7646626018,888.637481036734,3.12400856982924,125.123849964614,500.929086476746,1
2,24761.7517569938,1576.00821241918,17.2885687995151,125.123849964614,445.767662613339,1
2,15838.2175194004,22166.1904208983,39.873093856583,125.123849964614,368.017765851729,1
2,2435.80803066068,21527.9737349665,33.7395689517887,125.123849964614,386.886440192802,1
2,1460.0398739909,18657.4421717574,12.0542682127694,125.123849964614,464.733697091313,1
2,17590.3319994671,17121.3262280928,24.7690318450755,125.123849964614,417.018762075997,1
2,13619.9032335716,3813.38142590872,64.3085597938651,125.123849964614,301.307462581863,1
2,4706.57286249212,7605.17072110586,0,125.123849964614,513.610166675097,1
2,12042.0997891581,14947.6755215668,32.8251492046734,125.123849964614,390.123964811333,1
2,11653.8609523814,15347.5295441082,70.3929377329477,125.123849964614,286.612524229516,1
2,3629.41369879478,1721.83636059824,32.5104756656287,125.123849964614,390.123964811333,1
2,1813.71127122104,24083.1272376163,31.1988890507307,125.123849964614,396.68051705555,1
2,20738.7925566542,4503.44986203864,25.5858001558989,125.123849964614,413.55804540543,1
2,21372.4556820722,21519.0985775121,25.0007361300006,125.123849964614,417.018762075997,1
2,12769.9726889929,5768.55363248521,42.728435176565,125.123849964614,358.931374837714,1
2,13487.6123690329,14807.2342062356,35.5316306790205,125.123849964614,380.491769800286,1
2,13552.1708630641,12287.5809321786,32.9380482529922,125.123849964614,390.123964811333,1
2,8205.61213874545,14744.8367063159,12.6198513018611,125.123849964614,460.877008138299,1
2,6587.29161650194,586.613508948621,39.6618627857607,125.123849964614,368.017765851729,1
2,11245.2140738762,23533.1889305348,31.6165951395095,125.123849964614,393.388581528647,1
2,1973.12526759731,4330.11056032388,35.2270594102617,125.123849964614,383.675782843655,1
2,15818.2476975422,12136.9878989924,35.3739864938764,125.123849964614,383.675782843655,1
3,9692.15511804726,7037.00838996184,27.6708863759092,125.123849964614,406.722532154504,1
3,9692.15511804726,7037.00838996184,27.6708863759092,125.123849964614,406.722532154504,1
3,6595.46607090894,12879.3587448963,0,125.123849964614,513.610166675097,1
3,6595.46607090894,12879.3587448963,0,125.123849964614,513.610166675097,1
3,5665.01706703038,12416.3790399006,52.6870331715037,125.123849964614,330.232806654662,1
3,5665.01706703038,12416.3790399006,52.6870331715037,125.123849964614,330.232806654662,1
3,10232.1144332778,545.578177364507,0,125.123849964614,513.610166675097,1
3,10232.1144332778,545.578177364507,0,125.123849964614,513.610166675097,1
3,12727.2826631365,1272.76327017311,34.2822920821455,125.123849964614,386.886440192802,1
3,12727.2826631365,1272.76327017311,34.2822920821455,125.123849964614,386.886440192802,1
3,3416.89186889284,13412.5253878107,44.0083099577589,125.123849964614,355.95270839521,1
3,3416.89186889284,13412.5253878107,44.0083099577589,125.123849964614,355.95270839521,1
3,1877.48992734174,7692.92771394646,17.0510984862517,125.123849964614,445.767662613339,1
3,1877.48992734174,7692.92771394646,17.0510984862517,125.123849964614,445.767662613339,1
3,15914.5455496352,22776.7261961427,34.12098305168,125.123849964614,386.886440192802,1
3,15914.5455496352,22776.7261961427,34.12098305168,125.123849964614,386.886440192802,1
3,8380.86659474822,13028.5804655472,22.1826054628975,125.123849964614,427.575642298899,1
3,8380.86659474822,13028.5804655472,22.1826054628975,125.123849964614,427.575642298899,1
3,3136.53651270658,5348.65687442942,40.2620916077624,125.123849964614,368.017765851729,1
3,3136.53651270658,5348.65687442942,40.2620916077624,125.123849964614,368.017765851729,1
3,4918.06037411163,9098.62038585469,47.7269539394633,125.123849964614,344.283190570023,1
3,4918.06037411163,9098.62038585469,47.7269539394633,125.123849964614,344.283190570023,1
3,17723.4676077369,4109.88193110328,23.6906482570383,125.123849964614,420.50843855041,1
3,17723.4676077369,4109.88193110328,23.6906482570383,125.123849964614,420.50843855041,1
3,5397.13713833109,15876.7752202266,69.7971453176962,125.123849964614,286.612524229516,1
3,5397.13713833109,15876.7752202266,69.7971453176962,125.123849964614,286.612524229516,1
3,24027.3908500867,7712.71938332638,18.5836496176046,125.123849964614,438.399771217005,1
3,15537.0353467328,20548.9558431839,57.0564974571542,125.123849964614,319.406487503751,1
3,25847.5994330351,22771.4353820196,26.9242798671031,125.123849964614,410.126048209772,1
3,19334.6426414979,17625.1507592952,22.7354932125121,125.123849964614,424.027317168715,1
3,4895.86896167644,20822.4356456976,19.2157952422025,125.123849964614,438.399771217005,1
3,3614.68148694677,22396.10081933,30.0972927615878,125.123849964614,400,1
3,7687.08621629322,13585.4695761517,4.41683134834467,125.123849964614,496.7720225794,1
3,20740.7149738365,16904.6572337186,22.7827081967337,125.123849964614,424.027317168715,1
3,2775.23141798279,19223.8119800276,18.1591404747438,125.123849964614,442.068367230259,1
3,1482.85412305569,21072.4890566765,52.6848022291939,125.123849964614,330.232806654662,1
3,807.447480863595,17994.3187285313,13.6449552517568,125.123849964614,457.052324718289,1
3,6658.24987795845,4679.23188368987,23.3176087678657,125.123849964614,424.027317168715,1
3,7051.49294906215,7718.56574348243,24.9130300675891,125.123849964614,417.018762075997,1
3,6408.82198226298,17573.3070518065,23.4495282940636,125.123849964614,424.027317168715,1
3,17484.5017987084,12460.0119997535,42.3195389696305,125.123849964614,361.934967214384,1
3,13926.4430417609,14764.453573453,38.8995901035594,125.123849964614,371.097394531421,1
3,8020.82206133553,13637.1347576779,33.1128257936174,125.123849964614,390.123964811333,1
3,2780.19128554972,18448.1643687016,56.0802283171752,125.123849964614,322.079329607228,1
3,20241.8865549769,1399.34197914946,2.74885245130417,125.123849964614,500.929086476746,1
3,22639.5921051319,23089.1790626733,32.8971324740164,125.123849964614,390.123964811333,1
3,12896.0098902948,1581.98470728787,27.9526944297008,125.123849964614,406.722532154504,1
3,15730.4609267889,5687.48735447359,74.7690429459895,125.123849964614,274.915711516389,1
3,16795.804129711,4005.34397788487,10.9803781378376,125.123849964614,468.622659404503,1
3,1586.3619781408,7924.14714703607,40.8565151870316,125.123849964614,364.963694109231,1
3,4441.17652790973,21513.9376245197,36.18667174461,125.123849964614,380.491769800286,1
3,24098.2418449135,21741.5842650013,16.2458449350531,125.123849964614,449.497914263246,1
3,24135.2355773664,3535.04218618027,64.3941861723145,125.123849964614,301.307462581863,1
3,101.338862633306,8916.13947670162,69.4800354146251,125.123849964614,289.010941456829,1
3,7645.81902838233,5091.10720109183,12.0726832201675,125.123849964614,464.733697091313,1
3,1512.49650813003,6105.59175144487,17.9250056515017,125.123849964614,442.068367230259,1
3,16454.875841148,10675.3239963237,44.6899056627597,125.123849964614,352.998761033838,1
3,11245.8535088594,756.197567221466,4.68942200036881,125.123849964614,492.64945693882,1
3,24735.8139709109,1478.18278590719,17.0080534557469,125.123849964614,445.767662613339,1
3,15771.5626811948,22073.0211403026,38.8526107043116,125.123849964614,371.097394531421,1
3,2405.4029244511,21491.7674067822,31.857921521114,125.123849964614,393.388581528647,1
3,1518.64932028579,18816.9962062577,18.9639925837024,125.123849964614,438.399771217005,1
3,17519.2376428659,17261.588857531,26.608533838905,125.123849964614,410.126048209772,1
3,13648.600308583,3758.79582522486,63.3326888330321,125.123849964614,303.828849289987,1
3,4707.23648371306,7570.50574600711,0,125.123849964614,513.610166675097,1
3,11974.9949263608,14964.6075923532,34.3272519503161,125.123849964614,386.886440192802,1
3,11665.7088759745,15141.5879756428,74.267380882785,125.123849964614,277.216248034577,1
3,3618.38521121177,1710.38792294345,29.6862334169197,125.123849964614,400,1
3,1797.93722742262,24043.6238508489,32.4330208281271,125.123849964614,393.388581528647,1
3,20764.6766847284,4369.84747145878,21.5531330686245,125.123849964614,427.575642298899,1
3,21392.9802623644,21617.7896496245,27.1552526310909,125.123849964614,410.126048209772,1
3,12825.1701334514,5768.14276536423,35.1775185618272,125.123849964614,383.675782843655,1
3,13476.1518471674,14810.385812717,33.9545515096552,125.123849964614,386.886440192802,1
3,13528.1960915797,12330.6222240831,28.9594850757716,125.123849964614,403.347260882979,1
3,8275.93512689426,14646.5310691399,10.6128910775994,125.123849964614,468.622659404503,1
3,6696.12668053467,596.562159516696,41.6116361527905,125.123849964614,361.934967214384,1
3,11184.5725293124,23466.287269229,25.269817345659,125.123849964614,417.018762075997,1
3,2069.24624672485,4299.80375947222,38.1755268170476,125.123849964614,374.202794012647,1
3,15747.1465673338,12219.094059508,36.470397224444,125.123849964614,380.491769800286,1
4,9750.20358587009,7044.78257788216,37.8025966312883,125.123849964614,374.202794012647,1
4,9750.20358587009,7044.78257788216,37.8025966312883,125.123849964614,374.202794012647,1
4,6467.60688039622,12976.7427057144,0,125.123849964614,513.610166675097,1
4,6467.60688039622,12976.7427057144,0,125.123849964614,513.610166675097,1
4,5744.00856301735,12420.0428668749,51.4502072649893,125.123849964614,335.782808307683,1
4,5744.00856301735,12420.0428668749,51.4502072649893,125.123849964614,335.782808307683,1
4,10236.3955746384,568.186590113252,0,125.123849964614,513.610166675097,1
4,10236.3955746384,568.186590113252,0,125.123849964614,513.610166675097,1
4,12840.9853823339,1486.19828063193,38.1883208939699,125.123849964614,374.202794012647,1
4,12840.9853823339,1486.19828063193,38.1883208939699,125.123849964614,374.202794012647,1
4,3437.83266657299,13488.0201930203,46.5810688335011,125.123849964614,347.164204711179,1
4,3437.83266657299,13488.0201930203,46.5810688335011,125.123849964614,347.164204711179,1
4,1827.90789626531,7734.35788920743,11.7118152303437,125.123849964614,464.733697091313,1
4,1827.90789626531,7734.35788920743,11.7118152303437,125.123849964614,464.733697091313,1
4,15921.9573053767,22809.2425788263,34.9635889877694,125.123849964614,383.675782843655,1
4,15921.9573053767,22809.2425788263,34.9635889877694,125.123849964614,383.675782843655,1
4,8277.27478213938,13000.4262834316,17.060490584867,125.123849964614,445.767662613339,1
4,8277.27478213938,13000.4262834316,17.060490584867,125.123849964614,445.767662613339,1
4,3231.02967438245,5476.03894262371,41.2491331395447,125.123849964614,364.963694109231,1
4,3231.02967438245,5476.03894262371,41.2491331395447,125.123849964614,364.963694109231,1
4,4855.98664847405,9207.0625321001,43.6903378450015,125.123849964614,355.95270839521,1
4,4855.98664847405,9207.0625321001,43.6903378450015,125.123849964614,355.95270839521,1
4,17707.5263019638,4117.32901401719,23.6375972251422,125.123849964614,420.50843855041,1
4,17707.5263019638,4117.32901401719,23.6375972251422,125.123849964614,420.50843855041,1
4,5442.97461013556,15997.9819939112,64.9550894411266,125.123849964614,298.807000124173,1
4,5442.97461013556,15997.9819939112,64.9550894411266,125.123849964614,298.807000124173,1
4,24062.7047502204,7757.21075074377,22.5869026196509,125.123849964614,424.027317168715,1
4,15497.1963779417,20556.1003399865,55.8076242486192,125.123849964614,322.079329607228,1
4,25852.6903761245,22708.7500621717,25.0309272021247,125.123849964614,417.018762075997,1
4,19391.0154299768,17713.0770994679,27.8854586036804,125.123849964614,406.722532154504,1
4,4877.90087208259,20727.009705062,19.4596850099938,125.123849964614,438.399771217005,1
4,3526.90243923032,22363.2620685195,30.0972927615878,125.123849964614,400,1
4,7723.80492536077,13494.2050550273,2.97388396678399,125.123849964614,500.929086476746,1
4,20678.3568513672,16990.804262226,22.5311034611676,125.123849964614,424.027317168715,1
4,2859.21058013316,19194.3645483636,12.6845198237064,125.123849964614,460.877008138299,1
4,1510.86394599132,20987.8800003286,53.3852424756002,125.123849964614,330.232806654662,1
4,848.273248263951,18005.3125058746,9.61232685602153,125.123849964614,472.544165146258,1
4,6738.56683839368,4805.60027034133,24.2433119902348,125.123849964614,420.50843855041,1
4,7025.30948333615,7771.06077978065,25.95620108053,125.123849964614,413.55804540543,1
4,6463.66619551894,17567.8445114282,16.4993065627594,125.123849964614,449.497914263246,1
4,17580.3739692269,12455.3303834227,43.6560250386376,125.123849964614,355.95270839521,1
4,13895.2802948845,14680.4548298956,38.0014206381599,125.123849964614,374.202794012647,1
4,7946.57574423065,13688.064808551,29.97144661834,125.123849964614,400,1
4,2712.10708463261,18522.4365988371,55.2117193063734,125.123849964614,324.774538460254,1
4,20113.1012877043,1346.42409163537,0,125.123849964614,513.610166675097,1
4,22564.6292396993,23052.0597137157,36.8307672370962,125.123849964614,377.334179949397,1
4,12878.1362670293,1597.4606501893,24.5663873444094,125.123849964614,417.018762075997,1
4,15769.1667691977,5538.76195784719,67.8514294994361,125.123849964614,291.429429004557,1
4,16967.0087568997,3953.55026828321,10.5885358604569,125.123849964614,468.622659404503,1
4,1673.31158073931,8108.47054130517,37.6287206592868,125.123849964614,374.202794012647,1
4,4456.12752137211,21382.5297120634,34.3709535508049,125.123849964614,386.886440192802,1
4,24137.0747928339,21843.3757569126,19.9101145856383,125.123849964614,434.761619808492,1
4,24082.8606405132,3511.5446809073,62.7828920919291,125.123849964614,303.828849289987,1
4,136.980888126874,9021.45358841411,73.1177111358382,125.123849964614,279.536035792507,1
4,7696.38960978964,5260.98854942971,9.02514628001763,125.123849964614,476.498486644943,1
4,1569.77576020717,6049.31006392865,17.4101757446474,125.123849964614,445.767662613339,1
4,16542.3766281451,10649.5823241043,49.156751742356,125.123849964614,341.426085122128,1
4,11219.9253588022,737.084436247603,6.3415530411976,125.123849964614,488.561103264068,1
4,24764.9497871328,1376.20701553019,16.8094914973583,125.123849964614,445.767662613339,1
4,15808.8771732845,22049.3595964007,37.8305150383125,125.123849964614,374.202794012647,1
4,2466.65435060991,21419.1818271133,30.0831579558849,125.123849964614,400,1
4,1586.11022405621,18637.4980391082,25.2386079719878,125.123849964614,417.018762075997,1
4,17493.5108241526,17132.707396287,28.2035988418297,125.123849964614,406.722532154504,1
4,13386.700692081,3757.95145339491,62.1120579460859,125.123849964614,306.37133534586,1
4,4628.84323324179,7560.79232759095,0,125.123849964614,513.610166675097,1
4,12069.3918003272,15162.9914542713,35.6806478968319,125.123849964614,380.491769800286,1
4,11526.2898289875,15167.5098238918,77.7096043577512,125.123849964614,268.128018414256,1
4,3655.8871872051,1968.0581850771,27.1127530176863,125.123849964614,410.126048209772,1
4,1746.79596458278,24030.1101339186,33.5793898150652,125.123849964614,386.886440192802,1
4,20850.1805865109,4329.48490377643,17.879251729834,125.123849964614,442.068367230259,1
4,21514.5927108499,21661.1129643669,29.1100313025748,125.123849964614,403.347260882979,1
4,12839.00079261,5744.86401678725,28.2557789231664,125.123849964614,406.722532154504,1
4,13325.1067075959,14684.5676785787,32.3721085437183,125.123849964614,393.388581528647,1
4,13592.6853889071,12295.2629915961,25.232911639002,125.123849964614,417.018762075997,1
4,8185.67173018317,14685.0691386538,8.81358517784673,125.123849964614,476.498486644943,1
4,6698.62669360187,641.99125031794,43.3006490909458,125.123849964614,358.931374837714,1
4,11316.4815979577,23400.1203393147,19.5023935805273,125.123849964614,434.761619808492,1
4,2080.15795788931,4472.16413492794,40.8541504406356,125.123849964614,364.963694109231,1
4,15847.6569100112,12357.0273152363,37.4689823534641,125.123849964614,377.334179949397,1
5,9761.37580063086,7117.65448218863,47.079025983644,125.123849964614,347.164204711179,1
5,9761.37580063086,7117.65448218863,47.079025983644,125.123849964614,347.164204711179,1
5,6331.17634930614,12863.3874691135,0,125.123849964614,513.610166675097,1
5,6331.17634930614,12863.3874691135,0,125.123849964614,513.610166675097,1
5,5688.4293242143,12347.9794020008,50.2882776443832,125.123849964614,338.592689956246,1
5,5688.4293242143,12347.9794020008,50.2882776443832,125.123849964614,338.592689956246,1
5,10177.3235447783,508.368150622075,0,125.123849964614,513.610166675097,1
5,10177.3235447783,508.368150622075,0,125.123849964614,513.610166675097,1
5,12780.7261023351,1454.80769120574,41.7731937842681,125.123849964614,361.934967214384,1
5,12780.7261023351,1454.80769120574,41.7731937842681,125.123849964614,361.934967214384,1
5,3381.05706899374,13406.6676364362,48.9663756120986,125.123849964614,341.426085122128,1
5,3381.05706899374,13406.6676364362,48.9663756120986,125.123849964614,341.426085122128,1
5,1845.88945075973,7744.39825489951,6.8040544438358,125.123849964614,484.506677640052,1
5,1845.88945075973,7744.39825489951,6.8040544438358,125.123849964614,484.506677640052,1
5,15962.4567699863,22925.6677415726,35.6308817121695,125.123849964614,380.491769800286,1
5,15962.4567699863,22925.6677415726,35.6308817121695,125.123849964614,380.491769800286,1
5,8287.83753441906,13015.9798387819,12.4111178559034,125.123849964614,464.733697091313,1
5,8287.83753441906,13015.9798387819,12.4111178559034,125.123849964614,464.733697091313,1
5,3243.0793014582,5450.05951959149,42.1414931442168,125.123849964614,361.934967214384,1
5,3243.0793014582,5450.05951959149,42.1414931442168,125.123849964614,361.934967214384,1
5,4832.19941053804,9245.39809972775,39.8896731599591,125.123849964614,368.017765851729,1
5,4832.19941053804,9245.39809972775,39.8896731599591,125.123849964614,368.017765851729,1
